Date,Time,Latitude,Longitude
2014-01-25,14:10:00,39.99224874,-75.1266695
2014-01-25,16:59:00,39.99785377,-75.11100127
2014-01-25,17:35:00,39.9807774,-75.108128
2014-01-25,17:55:00,39.99951498,-75.11259288
2014-01-25,18:05:00,40.00032865,-75.11461594
2014-01-25,19:10:00,39.99535778,-75.11679832
2014-01-25,19:25:00,39.99703705,-75.11743651
2014-01-25,19:34:00,39.9953016,-75.1163428
2014-01-25,19:58:00,39.99979674,-75.13857296
2014-01-25,20:10:00,39.92593318,-75.18170067
2014-01-25,20:24:00,39.95459534,-75.23948185
2014-01-25,20:58:00,39.99979674,-75.13857296
2014-01-25,21:15:00,40.03873105,-75.03302666
2014-01-25,21:15:00,40.00803436,-75.14177001
2014-01-25,22:50:00,39.94179794,-75.21858184
2014-01-25,22:55:00,39.92761606,-75.17562123
2014-01-26,04:41:00,40.04566791,-75.15015041
2014-01-26,09:20:00,39.99517454,-75.12798911
2014-01-26,09:26:00,39.93296083,-75.22530077
2014-01-26,16:35:00,39.94888592,-75.21443221
2014-01-26,18:55:00,40.02731245,-75.13256109
2014-01-26,19:10:00,39.99747017,-75.16886876
2014-01-26,19:15:00,40.04131494,-75.10667007
2014-01-26,19:25:00,39.97944393,-75.1744969
2014-01-26,19:35:00,39.98150238,-75.17960344
2014-01-26,20:00:00,40.06200335,-75.08478744
2014-01-26,20:12:00,40.00282272,-75.1576335
2014-01-26,20:25:00,39.97613385,-75.16022858
2014-01-26,20:30:00,40.0412371,-75.1512787
2014-01-26,20:40:00,39.99908532,-75.10874088
2014-01-26,20:45:00,39.93964044,-75.22292419
2014-01-26,20:45:00,40.00765731,-75.13883105
2014-01-26,21:30:00,40.02035274,-75.08045665
2014-01-27,01:00:00,40.02555547,-75.13096031
2014-01-27,08:50:00,39.9862927,-75.15627793
2014-01-27,09:07:00,39.95243812,-75.2265142
2014-01-27,09:20:00,40.05762938,-75.16218783
2014-01-27,09:30:00,39.92102806,-75.22686767
2014-01-27,11:00:00,39.99284846,-75.13305672
2014-01-27,12:50:00,39.99266506,-75.131657
2014-01-27,12:52:00,39.96107331,-75.24575255
2014-01-27,13:06:00,40.02393459,-75.15955393
2014-01-27,13:10:00,40.02393459,-75.15955393
2014-01-27,13:45:00,40.01052733,-75.14873577
2014-01-27,14:34:00,39.92129614,-75.23154933
2014-01-27,15:04:00,39.92134098,-75.23156676
2014-01-27,15:48:00,40.04292474,-75.16391545
2014-01-27,15:50:00,39.93834306,-75.21888088
2014-01-27,16:00:00,39.93822503,-75.22210031
2014-01-27,16:00:00,40.02330089,-75.04837752
2014-01-27,16:45:00,39.9909213,-75.13095117
2014-01-27,17:30:00,39.99847024,-75.14089133
2014-01-27,19:22:00,39.96936111,-75.15613338
2014-01-27,19:50:00,40.02355396,-75.15306413
2014-01-27,20:15:00,40.0143271,-75.13913259
2014-01-27,21:00:00,40.04943068,-75.10533389
2014-01-27,21:10:00,39.98034348,-75.17092831
2014-01-27,21:15:00,39.99240248,-75.15488692
2014-01-27,21:20:00,39.96506417,-75.24011239
2014-01-27,21:52:00,39.94390301,-75.21700111
2014-01-27,22:40:00,40.00616146,-75.16363092
2014-01-27,22:47:00,40.11993506,-74.99525704
2014-01-27,23:00:00,39.97083508,-75.15419023
2014-01-27,23:02:00,40.00207676,-75.15617267
2014-01-28,00:00:00,39.94857139,-75.21717966
2014-01-28,00:04:00,39.99207933,-75.16263586
2014-01-28,00:07:00,39.93690678,-75.17722676
2014-01-28,00:55:00,40.02632538,-75.12485093
2014-01-28,00:57:00,39.99334219,-75.12892197
2014-01-28,02:45:00,40.00371478,-75.16896499
2014-01-28,10:45:00,39.95682104,-75.15714723
2014-01-28,10:50:00,39.92634237,-75.19160175
2014-01-28,11:23:00,39.96552255,-75.21848059
2014-01-28,11:25:00,40.00084658,-75.10546289
2014-01-28,11:42:00,39.99260016,-75.13114522
2014-01-28,12:43:00,39.99005217,-75.1077652
2014-01-28,12:55:00,39.9651668,-75.22219353
2014-01-28,12:55:00,39.9651668,-75.22219353
2014-01-28,13:11:00,39.96807626,-75.22058129
2014-01-28,14:36:00,39.93131088,-75.17482319
2014-01-28,15:03:00,39.9384471,-75.17166346
2014-01-28,15:10:00,39.95577589,-75.15904359
2014-01-28,15:38:00,39.99933578,-75.11072237
2014-01-28,15:40:00,40.00292126,-75.11419463
2014-01-28,16:25:00,39.99314886,-75.12417046
2014-01-28,16:26:00,39.95774876,-75.21926708
2014-01-28,16:30:00,39.99856296,-75.1108231
2014-01-28,16:45:00,39.92397227,-75.18654229
2014-01-28,16:50:00,40.04116796,-75.14454028
2014-01-28,16:55:00,39.95767184,-75.16256597
2014-01-28,17:05:00,39.96817334,-75.22509055
2014-01-28,17:19:00,39.95952051,-75.23322973
2014-01-28,17:20:00,39.96523454,-75.2057764
2014-01-28,17:40:00,39.93504326,-75.18418684
2014-01-28,18:08:00,39.94138296,-75.23003887
2014-01-28,18:50:00,39.93492204,-75.22373499
2014-01-28,18:50:00,39.93044118,-75.15491085
2014-01-28,19:03:00,40.02992864,-75.14125609
2014-01-28,19:08:00,39.92492556,-75.22638867
2014-01-28,19:15:00,39.95522663,-75.22587556
2014-01-28,19:20:00,39.93893742,-75.2221021
2014-01-28,19:50:00,39.93684357,-75.23077354
2014-01-28,19:54:00,39.99333872,-75.12496339
2014-01-28,19:55:00,39.9707876,-75.15415231
2014-01-28,20:56:00,39.94685915,-75.23001407
2014-01-28,21:28:00,40.0369099,-75.11038426
2014-01-28,21:40:00,40.04846871,-75.15000198
2014-01-28,21:50:00,39.99838054,-75.10985926
2014-01-28,22:00:00,40.03657488,-75.0758178
2014-01-28,23:00:00,40.04073177,-75.14637442
2014-01-28,23:00:00,40.02160467,-75.07715169
2014-01-28,23:05:00,39.95378389,-75.22820557
2014-01-29,00:30:00,39.95677614,-75.24392855
2014-01-29,00:35:00,39.99806924,-75.11043039
2014-01-29,00:45:00,39.99806924,-75.11043039
2014-01-29,00:59:00,40.02552025,-75.14225238
2014-01-29,01:47:00,39.92554185,-75.23430649
2014-01-29,06:15:00,40.00743675,-75.16146171
2014-01-29,07:10:00,39.97892134,-75.11865616
2014-01-29,07:10:00,39.97892134,-75.11865616
2014-01-29,09:19:00,39.95286325,-75.20537134
2014-01-29,09:35:00,40.02910542,-75.03435731
2014-01-29,10:49:00,39.97033674,-75.21028237
2014-01-29,11:00:00,39.99414429,-75.13134212
2014-01-29,11:05:00,39.96741494,-75.20311753
2014-01-29,11:10:00,39.96861275,-75.2022566
2014-01-29,11:50:00,39.99785377,-75.11100127
2014-01-29,12:04:00,39.95482807,-75.18333668
2014-01-29,12:15:00,39.96932523,-75.2139049
2014-01-29,12:43:00,40.03909759,-75.14469253
2014-01-29,13:20:00,39.94995306,-75.14368142
2014-01-29,13:30:00,39.95894906,-75.16881385
2014-01-29,13:35:00,39.96987407,-75.21327678
2014-01-29,13:35:00,39.96987407,-75.21327678
2014-01-29,13:44:00,39.92310734,-75.23792533
2014-01-29,13:50:00,40.03260902,-75.09393138
2014-01-29,14:15:00,39.95784225,-75.20186945
2014-01-29,14:20:00,40.03857035,-75.1426216
2014-01-29,14:30:00,39.97534711,-75.23516741
2014-01-29,16:50:00,40.04143477,-75.05707745
2014-01-29,16:50:00,40.04143477,-75.05707745
2014-01-29,17:15:00,40.051052,-75.06068172
2014-01-29,17:15:00,40.051052,-75.06068172
2014-01-29,17:19:00,40.00273544,-75.148884
2014-01-29,18:40:00,40.03984593,-75.14457454
2014-01-29,18:55:00,39.998763,-75.10917967
2014-01-29,19:00:00,40.00772698,-75.12738629
2014-01-29,19:05:00,39.88385169,-75.2307055
2014-01-29,19:34:00,39.96271443,-75.24675568
2014-01-29,19:40:00,39.94992733,-75.16924978
2014-01-29,19:45:00,39.95426928,-75.23247199
2014-01-29,20:00:00,40.01969999,-75.07341707
2014-01-29,20:02:00,39.96474385,-75.20731928
2014-01-29,20:05:00,39.99671673,-75.11542176
2014-01-29,20:10:00,39.99673731,-75.1149027
2014-01-29,20:13:00,39.91843166,-75.16782762
2014-01-29,20:15:00,40.0368815,-75.06927005
2014-01-29,20:20:00,39.99685101,-75.11578163
2014-01-29,20:20:00,39.99685101,-75.11578163
2014-01-29,20:30:00,39.91758477,-75.17773526
2014-01-29,20:37:00,39.96454902,-75.15126731
2014-01-29,20:37:00,39.9624424,-75.15172872
2014-01-29,21:10:00,40.00808877,-75.14181376
2014-01-29,21:20:00,40.01205204,-75.14083719
2014-01-29,21:45:00,39.99524076,-75.13945262
2014-01-29,21:54:00,39.99037602,-75.11503464
2014-01-29,22:32:00,39.98140255,-75.17886377
2014-01-30,00:15:00,40.00557016,-75.10324605
2014-01-30,00:33:00,39.95082787,-75.15693701
2014-01-30,00:33:00,39.95082787,-75.15693701
2014-01-30,00:34:00,40.04313603,-75.07384762
2014-01-30,02:00:00,40.01596503,-75.08440553
2014-01-30,02:55:00,40.04384023,-75.14373055
2014-01-30,04:10:00,40.03193149,-75.16857853
2014-01-30,09:00:00,39.96773314,-75.20980545
2014-01-30,09:08:00,39.91695767,-75.23465992
2014-01-30,09:45:00,39.92554185,-75.23430649
2014-01-30,10:08:00,39.97078146,-75.23572639
2014-01-30,10:08:00,40.0398723,-75.14462487
2014-01-30,10:10:00,39.97040209,-75.16146217
2014-01-30,10:14:00,39.99586331,-75.15633224
2014-01-30,10:14:00,39.99586331,-75.15633224
2014-01-30,10:26:00,40.039082,-75.14475176
2014-01-30,10:28:00,39.99976715,-75.1051063
2014-01-30,10:40:00,39.96986764,-75.21308903
2014-01-30,11:10:00,39.98989746,-75.12549333
2014-01-30,11:30:00,40.04949593,-75.10135153
2014-01-30,11:30:00,40.04949593,-75.10135153
2014-01-30,12:01:00,40.00505866,-75.18001472
2014-01-30,12:19:00,39.93400446,-75.18277228
2014-01-30,12:20:00,39.93504326,-75.18418684
2014-01-30,12:45:00,39.99122571,-75.14838006
2014-01-30,13:00:00,40.03538831,-75.17410693
2014-01-30,13:05:00,39.91672928,-75.17146379
2014-01-30,13:05:00,39.96773314,-75.20980545
2014-01-30,13:30:00,40.04860851,-75.17531496
2014-01-30,14:25:00,39.99047324,-75.1640763
2014-01-30,14:34:00,39.96513532,-75.2026519
2014-01-30,14:45:00,39.99762981,-75.10751885
2014-01-30,15:00:00,39.99730371,-75.10808948
2014-01-30,15:15:00,39.99930115,-75.10815485
2014-01-30,15:15:00,39.99930115,-75.10815485
2014-01-30,15:15:00,39.99930115,-75.10815485
2014-01-30,15:15:00,39.99771165,-75.10749946
2014-01-30,15:30:00,39.9367788,-75.16750614
2014-01-30,16:15:00,40.00860276,-75.08152546
2014-01-30,16:33:00,39.9384471,-75.17166346
2014-01-30,16:52:00,40.0282472,-75.03890549
2014-01-30,17:05:00,39.93645821,-75.18579119
2014-01-30,17:55:00,40.00644019,-75.14240128
2014-01-30,18:50:00,39.95800952,-75.23425953
2014-01-30,19:30:00,39.97174232,-75.12586266
2014-01-30,19:45:00,39.92266509,-75.238389
2014-01-30,20:10:00,40.00135987,-75.13823405
2014-01-30,20:15:00,39.98059104,-75.17256686
2014-01-30,20:18:00,40.03156665,-75.03249326
2014-01-30,20:20:00,40.00077662,-75.13985941
2014-01-30,20:30:00,39.91917017,-75.21091496
2014-01-30,21:20:00,39.99671162,-75.15174652
2014-01-30,21:25:00,39.99624181,-75.15185541
2014-01-30,21:30:00,40.01242677,-75.15993557
2014-01-30,21:47:00,40.03049126,-75.14116321
2014-01-30,21:51:00,39.97805973,-75.16383609
2014-01-30,22:00:00,40.00260789,-75.1609007
2014-01-30,22:02:00,39.98125216,-75.17732883
2014-01-30,22:55:00,40.02621578,-75.04569394
2014-01-31,00:00:00,39.99730977,-75.18023127
2014-01-31,00:06:00,39.97630964,-75.23681375
2014-01-31,00:50:00,39.99391449,-75.12755328
2014-01-31,00:55:00,39.97167041,-75.15398484
2014-01-31,00:55:00,39.99518992,-75.1725902
2014-01-31,00:55:00,39.99518992,-75.1725902
2014-01-31,01:00:00,39.9619288,-75.24008057
2014-01-31,01:00:00,39.9619288,-75.24008057
2014-01-31,02:20:00,39.95045384,-75.22693008
2014-01-31,03:20:00,40.01438345,-75.08467325
2014-01-31,10:19:00,39.99730977,-75.18023127
2014-01-31,10:28:00,39.94981863,-75.15549329
2014-01-31,10:36:00,39.94981863,-75.15549329
2014-01-31,10:38:00,39.95824274,-75.15531963
2014-01-31,10:45:00,39.99640702,-75.17400849
2014-01-31,11:00:00,39.99480632,-75.11991151
2014-01-31,11:35:00,40.03783394,-75.17767394
2014-01-31,11:36:00,40.09224729,-75.02447202
2014-01-31,12:05:00,40.02821377,-75.13236682
2014-01-31,12:25:00,39.94984198,-75.17293031
2014-01-31,13:14:00,40.03063717,-75.13381924
2014-01-31,13:30:00,40.05850449,-75.19496257
2014-01-31,14:14:00,40.04164828,-75.07537414
2014-01-31,14:15:00,39.94988201,-75.20580561
2014-01-31,14:40:00,39.99314886,-75.12417046
2014-01-31,15:00:00,39.97611058,-75.23857235
2014-01-31,15:15:00,39.95426928,-75.23247199
2014-01-31,15:16:00,40.03799254,-75.14457049
2014-01-31,15:26:00,39.9704219,-75.22701877
2014-01-31,15:45:00,39.97665198,-75.2336928
2014-01-31,16:20:00,40.03310504,-75.10694264
2014-01-31,16:30:00,39.93813434,-75.1824684
2014-01-31,16:42:00,40.00242229,-75.15951478
2014-01-31,16:50:00,39.9953016,-75.1163428
2014-01-31,16:50:00,40.03310504,-75.10694264
2014-01-31,17:00:00,39.96771221,-75.23629257
2014-01-31,17:10:00,40.04714828,-75.09804813
2014-01-31,18:20:00,40.0078328,-75.14049666
2014-01-31,18:34:00,39.95846912,-75.24548871
2014-01-31,18:43:00,39.94955096,-75.16600062
2014-01-31,18:45:00,39.96001481,-75.22486971
2014-01-31,19:01:00,39.99745747,-75.10975954
2014-01-31,19:06:00,39.99363019,-75.15242831
2014-01-31,19:18:00,40.00661098,-75.21348928
2014-01-31,19:20:00,39.98644055,-75.16962747
2014-01-31,19:35:00,40.00535985,-75.1093504
2014-01-31,19:41:00,39.93726105,-75.17863239
2014-01-31,19:50:00,39.98179664,-75.18190958
2014-01-31,20:05:00,39.99542598,-75.12991701
2014-01-31,20:20:00,39.95997939,-75.20644747
2014-01-31,20:30:00,40.02048334,-75.0537593
2014-01-31,20:40:00,40.039082,-75.14475176
2014-01-31,20:50:00,40.00603335,-75.13921646
2014-01-31,21:33:00,40.01979436,-75.08947398
2014-01-31,21:50:00,39.95697117,-75.14000309
2014-01-31,21:55:00,39.99685999,-75.14695443
2014-01-31,22:19:00,40.02551361,-75.0572006
2014-01-31,22:19:00,40.02551361,-75.0572006
2014-01-31,22:30:00,39.99951498,-75.11259288
2014-01-31,22:40:00,39.99284846,-75.13305672
2014-01-31,22:48:00,39.99721603,-75.18023215
2014-01-31,22:55:00,39.99158866,-75.12220276
2014-01-31,23:00:00,39.95697117,-75.14000309
2014-01-31,23:07:00,40.00660368,-75.16688681
2014-01-31,23:12:00,39.97592646,-75.24023667
2014-01-31,23:40:00,39.95006429,-75.14484067
2014-02-01,00:00:00,39.99498451,-75.12610912
2014-02-01,00:15:00,39.99806213,-75.12931379
2014-02-01,00:15:00,39.99339729,-75.16130192
2014-02-01,00:15:00,39.95042441,-75.19267988
2014-02-01,00:20:00,39.96190388,-75.14118259
2014-02-01,00:41:00,40.00202602,-75.14862186
2014-02-01,00:55:00,39.96817334,-75.22509055
2014-02-01,00:59:00,39.96187954,-75.24002489
2014-02-01,01:20:00,40.05193031,-75.05047937
2014-02-01,01:30:00,39.96868532,-75.23635999
2014-02-01,01:52:00,39.9627658,-75.16474149
2014-02-01,02:01:00,39.93879983,-75.1748091
2014-02-01,02:20:00,39.97292228,-75.23800178
2014-02-01,02:44:00,40.00022046,-75.16661865
2014-02-01,02:50:00,39.93724994,-75.19206337
2014-02-01,05:00:00,40.00055949,-75.12059176
2014-02-01,08:41:00,39.987501,-75.12966212
2014-02-01,09:05:00,40.00026659,-75.10646859
2014-02-01,09:10:00,39.99908532,-75.10874088
2014-02-01,09:14:00,39.99870333,-75.10749333
2014-02-01,09:15:00,39.99870333,-75.10749333
2014-02-01,09:15:00,39.99930115,-75.10815485
2014-02-01,10:25:00,39.99976715,-75.1051063
2014-02-01,10:25:00,39.99976715,-75.1051063
2014-02-01,10:25:00,39.99976715,-75.1051063
2014-02-01,10:25:00,39.9650854,-75.20553461
2014-02-01,11:00:00,39.93727841,-75.17678476
2014-02-01,11:00:00,39.9650854,-75.20553461
2014-02-01,12:00:00,39.9650854,-75.20553461
2014-02-01,12:10:00,39.9702786,-75.21394769
2014-02-01,12:30:00,39.96817334,-75.22509055
2014-02-01,12:30:00,39.96817334,-75.22509055
2014-02-01,12:45:00,39.96001481,-75.22486971
2014-02-01,15:15:00,40.03222023,-75.10586557
2014-02-01,15:15:00,40.03222023,-75.10586557
2014-02-01,15:25:00,40.02186135,-75.07884382
2014-02-01,16:15:00,40.03912292,-75.11005278
2014-02-01,16:45:00,39.93808647,-75.16850575
2014-02-01,17:25:00,40.01970928,-75.08091698
2014-02-01,17:30:00,39.92627342,-75.17810082
2014-02-01,18:15:00,39.99335776,-75.10958348
2014-02-01,18:50:00,39.92745487,-75.23578019
2014-02-01,19:45:00,39.99671162,-75.15174652
2014-02-01,19:50:00,40.04436894,-75.14964109
2014-02-01,19:55:00,40.04368817,-75.15589579
2014-02-01,20:10:00,40.00165715,-75.15297076
2014-02-01,20:20:00,40.03984731,-75.10905427
2014-02-01,20:20:00,40.04129499,-75.14309242
2014-02-01,20:20:00,39.99856154,-75.11700777
2014-02-01,20:25:00,40.00155313,-75.14017905
2014-02-01,20:30:00,39.99349304,-75.15086645
2014-02-01,21:05:00,40.00394696,-75.1241973
2014-02-01,21:10:00,40.00019334,-75.12896748
2014-02-01,21:13:00,39.96437904,-75.19478638
2014-02-01,21:38:00,39.95480683,-75.22803934
2014-02-01,22:30:00,39.95930866,-75.13916536
2014-02-01,22:30:00,39.95930866,-75.13916536
2014-02-01,22:30:00,39.95930866,-75.13916536
2014-02-01,22:45:00,39.93458007,-75.18095101
2014-02-01,22:53:00,39.99394762,-75.15459031
2014-02-02,00:04:00,39.96390596,-75.19883797
2014-02-02,00:30:00,39.95819686,-75.24154921
2014-02-02,00:30:00,39.95819686,-75.24154921
2014-02-02,00:40:00,40.02145443,-75.07942993
2014-02-02,01:01:00,39.9484034,-75.16220664
2014-02-02,01:10:00,39.93940015,-75.19722166
2014-02-02,01:12:00,39.94085705,-75.22689225
2014-02-02,02:00:00,39.98795197,-75.15445644
2014-02-02,02:35:00,40.00857741,-75.19348502
2014-02-02,02:36:00,40.0411054,-75.04519262
2014-02-02,02:44:00,40.09915568,-74.98686444
2014-02-02,02:50:00,40.001602,-75.15292815
2014-02-02,03:00:00,39.93463021,-75.19105335
2014-02-02,03:48:00,39.99182308,-75.1383902
2014-02-02,05:22:00,40.04508143,-75.07737774
2014-02-02,05:35:00,39.99933578,-75.11072237
2014-02-02,06:30:00,39.96610461,-75.23934496
2014-02-02,08:22:00,40.03250685,-75.21845766
2014-02-02,10:00:00,39.93290182,-75.21445801
2014-02-02,10:20:00,39.92419024,-75.23048981
2014-02-02,10:44:00,39.97646765,-75.11978298
